Reaction ID	Name	Subsystem	Reaction (IDs)	Reaction (Names)	Reaction (CHEBI)	Substrates (BiGG)	Genes	UIDs
MDH2	Malate dehydrogenase (ubiquinone 8 as acceptor)	Citric Acid Cycle	1.0 mal__L_c + 1.0 q8_c = 1.0 oaa_c + 1.0 q8h2_c	1.0 L-Malate + 1.0 Ubiquinone-8 = 1.0 Oxaloacetate + 1.0 Ubiquinol-8	1.0 CHEBI:15589 + 1.0 CHEBI:61683 = 1.0 CHEBI:25731 + 1.0 CHEBI:61682	{'mal__L', 'q8h2', 'oaa', 'q8'}	mqo	P33940
EX_indole_e	Indole exchange	Extracellular exchange	1.0 indole_e = 	1.0 Indole = 	1.0 CHEBI:43537 = 	{'indole'}	Unknown	Unknown
ACOTA	Acetylornithine transaminase	Arginine and Proline Metabolism	1.0 acorn_c + 1.0 akg_c = 1.0 acg5sa_c + 1.0 glu__L_c	1.0 N2-Acetyl-L-ornithine + 1.0 2-Oxoglutarate = 1.0 N-Acetyl-L-glutamate 5-semialdehyde + 1.0 L-Glutamate	1.0 CHEBI:21814 + 1.0 CHEBI:40661 = 1.0 CHEBI:16319 + 1.0 CHEBI:76051	{'glu__L', 'akg', 'acg5sa', 'acorn'}	astC, argD, gabT, puuE	P77581, P18335, P22256, P50457
GPDDA5	Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol)	Glycerophospholipid Metabolism	1.0 g3pi_c + 1.0 h2o_c = 1.0 glyc3p_c + 1.0 h_c + 1.0 inost_c	1.0 Sn-Glycero-3-phospho-1-inositol + 1.0 H2O H2O = 1.0 Glycerol 3-phosphate + 1.0 H+ + 1.0 Myo-Inositol	1.0 CHEBI:26695 + 1.0 CHEBI:13352 = 1.0 CHEBI:12843 + 1.0 CHEBI:5584 + 1.0 CHEBI:4200	{'h2o', 'g3pi', 'glyc3p', 'inost', 'h'}	ugpQ	P10908
PDX5PS	Pyridoxine 5'-phosphate synthase	Cofactor and Prosthetic Group Biosynthesis	1.0 dxyl5p_c + 1.0 nad_c + 1.0 phthr_c = 1.0 co2_c + 2.0 h2o_c + 1.0 h_c + 1.0 nadh_c + 1.0 pdx5p_c + 1.0 pi_c	1.0 1-deoxy-D-xylulose 5-phosphate + 1.0 Nicotinamide adenine dinucleotide + 1.0 O-Phospho-4-hydroxy-L-threonine = 1.0 CO2 CO2 + 2.0 H2O H2O + 1.0 H+ + 1.0 Nicotinamide adenine dinucleotide - reduced + 1.0 Pyridoxine 5'-phosphate + 1.0 Phosphate	1.0 CHEBI:57792 + 1.0 CHEBI:7422 + 1.0 CHEBI:58452 = 1.0 CHEBI:23011 + 2.0 CHEBI:13352 + 1.0 CHEBI:5584 + 1.0 CHEBI:13395 + 1.0 CHEBI:26430 + 1.0 CHEBI:26078	{'dxyl5p', 'h2o', 'co2', 'pdx5p', 'pi', 'nad', 'phthr', 'nadh', 'h'}	pdxJ, pdxA	P0A794, P19624
PPBNGS	Porphobilinogen synthase	Cofactor and Prosthetic Group Biosynthesis	2.0 5aop_c = 2.0 h2o_c + 1.0 h_c + 1.0 ppbng_c	2.0 5-Amino-4-oxopentanoate = 2.0 H2O H2O + 1.0 H+ + 1.0 Porphobilinogen	2.0 CHEBI:20547 = 2.0 CHEBI:13352 + 1.0 CHEBI:5584 + 1.0 CHEBI:58126	{'h', '5aop', 'ppbng', 'h2o'}	hemB	P0ACB2
ENTCS	Enterochelin synthase	Cofactor and Prosthetic Group Biosynthesis	3.0 23dhba_c + 3.0 seramp_c = 6.0 amp_c + 1.0 enter_c + 9.0 h_c	3.0 (2,3-Dihydroxybenzoyl)adenylate + 3.0 L-seryl-AMP = 6.0 AMP C10H12N5O7P + 1.0 Enterochelin + 9.0 H+	3.0 CHEBI:57417 + 3.0 CHEBI:61231 = 6.0 CHEBI:13736 + 1.0 CHEBI:4799 + 9.0 CHEBI:5584	{'seramp', 'enter', '23dhba', 'amp', 'h'}	entD	P19925
SULR	Sulfite reductase (NADPH2)	Cysteine Metabolism	5.0 h_c + 3.0 nadph_c + 1.0 so3_c = 3.0 h2o_c + 1.0 h2s_c + 3.0 nadp_c	5.0 H+ + 3.0 Nicotinamide adenine dinucleotide phosphate - reduced + 1.0 Sulfite = 3.0 H2O H2O + 1.0 Hydrogen sulfide + 3.0 Nicotinamide adenine dinucleotide phosphate	5.0 CHEBI:5584 + 3.0 CHEBI:16474 + 1.0 CHEBI:15139 = 3.0 CHEBI:13352 + 1.0 CHEBI:14414 + 3.0 CHEBI:29868	{'nadp', 'h2s', 'nadph', 'so3', 'h2o', 'h'}	cysJ, cysI	P38038, P17846
MANPGH	2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase	Alternate Carbon Metabolism	1.0 h2o_c + 1.0 man6pglyc_c = 1.0 glyc__R_c + 1.0 man6p_c	1.0 H2O H2O + 1.0 2(alpha-D-Mannosyl-6-phosphate)-D-glycerate = 1.0 (R)-Glycerate + 1.0 D-Mannose 6-phosphate	1.0 CHEBI:13352 + 1.0 CHEBI:61001 = 1.0 CHEBI:21030 + 1.0 CHEBI:58735	{'man6p', 'man6pglyc', 'glyc__R', 'h2o'}	mngB	P54746
URDGLYCD	Ureidoglycolate dehydrogenase	Alternate Carbon Metabolism	1.0 nad_c + 1.0 urdglyc_c = 1.0 h_c + 1.0 nadh_c + 1.0 oxur_c	1.0 Nicotinamide adenine dinucleotide + 1.0 (-)-Ureidoglycolate = 1.0 H+ + 1.0 Nicotinamide adenine dinucleotide - reduced + 1.0 Oxalureate	1.0 CHEBI:7422 + 1.0 CHEBI:18499 = 1.0 CHEBI:5584 + 1.0 CHEBI:13395 + 1.0 CHEBI:57824	{'urdglyc', 'oxur', 'nad', 'nadh', 'h'}	allD	P77555
CBMKr	Carbamate kinase	Nitrogen Metabolism	1.0 atp_c + 1.0 co2_c + 1.0 nh4_c = 1.0 adp_c + 1.0 cbp_c + 2.0 h_c	1.0 ATP C10H12N5O13P3 + 1.0 CO2 CO2 + 1.0 Ammonium = 1.0 ADP C10H12N5O10P2 + 1.0 Carbamoyl phosphate + 2.0 H+	1.0 CHEBI:15422 + 1.0 CHEBI:23011 + 1.0 CHEBI:44284 = 1.0 CHEBI:2342 + 1.0 CHEBI:13942 + 2.0 CHEBI:5584	{'atp', 'cbp', 'nh4', 'adp', 'co2', 'h'}	ybcF	P37306
PPNCL2	Phosphopantothenate-cysteine ligase	Cofactor and Prosthetic Group Biosynthesis	1.0 4ppan_c + 1.0 ctp_c + 1.0 cys__L_c = 1.0 4ppcys_c + 1.0 cmp_c + 1.0 h_c + 1.0 ppi_c	1.0 D-4'-Phosphopantothenate + 1.0 CTP C9H12N3O14P3 + 1.0 L-Cysteine = 1.0 N-((R)-4-Phosphopantothenoyl)-L-cysteine + 1.0 CMP C9H12N3O8P + 1.0 H+ + 1.0 Diphosphate	1.0 CHEBI:20891 + 1.0 CHEBI:3285 + 1.0 CHEBI:32457 = 1.0 CHEBI:15769 + 1.0 CHEBI:60377 + 1.0 CHEBI:5584 + 1.0 CHEBI:45212	{'cmp', 'cys__L', '4ppan', 'ppi', '4ppcys', 'ctp', 'h'}	dfp	P0ABQ0
PRAGSr	Phosphoribosylglycinamide synthase	Purine and Pyrimidine Biosynthesis	1.0 atp_c + 1.0 gly_c + 1.0 pram_c = 1.0 adp_c + 1.0 gar_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 Glycine + 1.0 5-Phospho-beta-D-ribosylamine = 1.0 ADP C10H12N5O10P2 + 1.0 N1-(5-Phospho-D-ribosyl)glycinamide + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:32508 + 1.0 CHEBI:12161 = 1.0 CHEBI:2342 + 1.0 CHEBI:20499 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'adp', 'gar', 'pram', 'gly', 'pi', 'h'}	purD	P15640
PRFGS	Phosphoribosylformylglycinamidine synthase	Purine and Pyrimidine Biosynthesis	1.0 atp_c + 1.0 fgam_c + 1.0 gln__L_c + 1.0 h2o_c = 1.0 adp_c + 1.0 fpram_c + 1.0 glu__L_c + 1.0 h_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide + 1.0 L-Glutamine + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine + 1.0 L-Glutamate + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:12635 + 1.0 CHEBI:42943 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:18413 + 1.0 CHEBI:76051 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'fgam', 'adp', 'h2o', 'glu__L', 'pi', 'gln__L', 'fpram', 'h'}	purL	P15254
AMANAPEr	N-acetylmannosamine 6-phosphate epimerase	Alternate Carbon Metabolism	1.0 acmanap_c = 1.0 acgam6p_c	1.0 N-Acetyl-D-mannosamine 6-phosphate = 1.0 N-Acetyl-D-glucosamine 6-phosphate	1.0 CHEBI:62165 = 1.0 CHEBI:49353	{'acgam6p', 'acmanap'}	nanE	P0A761
EX_3hcinnm_e	3-hydroxycinnamic acid exchange	Extracellular exchange	1.0 3hcinnm_e = 	1.0 3-hydroxycinnamic acid = 	1.0 CHEBI:47925 = 	{'3hcinnm'}	Unknown	Unknown
ACM6PH	N-acetylmuramate 6-phosphate hydrolase	Alternate Carbon Metabolism	1.0 acmum6p_c + 1.0 h2o_c = 1.0 acgam6p_c + 1.0 lac__D_c	1.0 N-acetylmuramate 6-phosphate + 1.0 H2O H2O = 1.0 N-Acetyl-D-glucosamine 6-phosphate + 1.0 D-Lactate	1.0 CHEBI:47968 + 1.0 CHEBI:13352 = 1.0 CHEBI:49353 + 1.0 CHEBI:16004	{'lac__D', 'acmum6p', 'acgam6p', 'h2o'}	murQ	P76535
NNATr	Nicotinate-nucleotide adenylyltransferase	Nucleotide Salvage Pathway	1.0 atp_c + 1.0 h_c + 1.0 nicrnt_c = 1.0 dnad_c + 1.0 ppi_c	1.0 ATP C10H12N5O13P3 + 1.0 H+ + 1.0 Nicotinate D-ribonucleotide = 1.0 Deamino-NAD+ + 1.0 Diphosphate	1.0 CHEBI:15422 + 1.0 CHEBI:5584 + 1.0 CHEBI:7561 = 1.0 CHEBI:14104 + 1.0 CHEBI:45212	{'atp', 'dnad', 'ppi', 'nicrnt', 'h'}	nadD	P0A752
CYTDH	Cytidine hydrolase	Alternate Carbon Metabolism	1.0 cytd_c + 1.0 h2o_c = 1.0 csn_c + 1.0 rib__D_c	1.0 Cytidine + 1.0 H2O H2O = 1.0 Cytosine + 1.0 D-Ribose	1.0 CHEBI:41686 + 1.0 CHEBI:13352 = 1.0 CHEBI:23531 + 1.0 CHEBI:13011	{'csn', 'cytd', 'rib__D', 'h2o'}	rihB, rihA, rihC	P33022, P41409, P22564
EX_acac_e	Acetoacetate exchange	Extracellular exchange	1.0 acac_e = 	1.0 Acetoacetate = 	1.0 CHEBI:40507 = 	{'acac'}	Unknown	Unknown
ETHAAL	Ethanolamine ammonia-lyase	Cell Envelope Biosynthesis	1.0 etha_c = 1.0 acald_c + 1.0 nh4_c	1.0 Ethanolamine = 1.0 Acetaldehyde + 1.0 Ammonium	1.0 CHEBI:57603 = 1.0 CHEBI:40533 + 1.0 CHEBI:44284	{'acald', 'etha', 'nh4'}	eutB, eutC	P0AEJ6, P19636
MAN1PT2	Mannose-1-phosphate guanylyltransferase (GDP)	Cell Envelope Biosynthesis	1.0 gdp_c + 1.0 h_c + 1.0 man1p_c = 1.0 gdpmann_c + 1.0 pi_c	1.0 GDP C10H12N5O11P2 + 1.0 H+ + 1.0 D-Mannose 1-phosphate = 1.0 GDP-D-mannose + 1.0 Phosphate	1.0 CHEBI:5212 + 1.0 CHEBI:5584 + 1.0 CHEBI:35374 = 1.0 CHEBI:13328 + 1.0 CHEBI:26078	{'man1p', 'gdp', 'pi', 'gdpmann', 'h'}	cpsB	P24174
PSERT	Phosphoserine transaminase	Glycine and Serine Metabolism	1.0 3php_c + 1.0 glu__L_c = 1.0 akg_c + 1.0 pser__L_c	1.0 3-Phosphohydroxypyruvate + 1.0 L-Glutamate = 1.0 2-Oxoglutarate + 1.0 O-Phospho-L-serine	1.0 CHEBI:11883 + 1.0 CHEBI:76051 = 1.0 CHEBI:40661 + 1.0 CHEBI:57524	{'pser__L', '3php', 'glu__L', 'akg'}	serC	P23721
AP4AH	Ap4A hydrolase	Nucleotide Salvage Pathway	1.0 ap4a_c + 1.0 h2o_c = 2.0 adp_c + 2.0 h_c	1.0 P1,P4-Bis(5'-adenosyl) tetraphosphate + 1.0 H2O H2O = 2.0 ADP C10H12N5O10P2 + 2.0 H+	1.0 CHEBI:58141 + 1.0 CHEBI:13352 = 2.0 CHEBI:2342 + 2.0 CHEBI:5584	{'h', 'h2o', 'adp', 'ap4a'}	apaH	P05637
EX_acmana_e	N-Acetyl-D-mannosamine exchange	Extracellular exchange	1.0 acmana_e = 	1.0 N-Acetyl-D-mannosamine = 	1.0 CHEBI:7141 = 	{'acmana'}	Unknown	Unknown
AP5AH	Ap5A hydrolase	Nucleotide Salvage Pathway	1.0 ap5a_c + 1.0 h2o_c = 1.0 adp_c + 1.0 atp_c + 2.0 h_c	1.0 P1,P5-Bis(5'-adenosyl) pentaphosphate + 1.0 H2O H2O = 1.0 ADP C10H12N5O10P2 + 1.0 ATP C10H12N5O13P3 + 2.0 H+	1.0 CHEBI:22002 + 1.0 CHEBI:13352 = 1.0 CHEBI:2342 + 1.0 CHEBI:15422 + 2.0 CHEBI:5584	{'atp', 'ap5a', 'adp', 'h2o', 'h'}	apaH	P05637
ADNCYC	Adenylate cyclase	Nucleotide Salvage Pathway	1.0 atp_c = 1.0 camp_c + 1.0 ppi_c	1.0 ATP C10H12N5O13P3 = 1.0 CAMP C10H11N5O6P + 1.0 Diphosphate	1.0 CHEBI:15422 = 1.0 CHEBI:19827 + 1.0 CHEBI:45212	{'camp', 'atp', 'ppi'}	cyaA	P00936
AIRC2	Phosphoribosylaminoimidazole carboxylase	Purine and Pyrimidine Biosynthesis	1.0 air_c + 1.0 atp_c + 1.0 hco3_c = 1.0 5caiz_c + 1.0 adp_c + 1.0 h_c + 1.0 pi_c	1.0 5-amino-1-(5-phospho-D-ribosyl)imidazole + 1.0 ATP C10H12N5O13P3 + 1.0 Bicarbonate = 1.0 5-phosphoribosyl-5-carboxyaminoimidazole + 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:28843 + 1.0 CHEBI:15422 + 1.0 CHEBI:13363 = 1.0 CHEBI:48000 + 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'air', 'atp', 'hco3', 'adp', 'pi', '5caiz', 'h'}	purK	P09029
GAPD	Glyceraldehyde-3-phosphate dehydrogenase	Glycolysis/Gluconeogenesis	1.0 g3p_c + 1.0 nad_c + 1.0 pi_c = 1.0 13dpg_c + 1.0 h_c + 1.0 nadh_c	1.0 Glyceraldehyde 3-phosphate + 1.0 Nicotinamide adenine dinucleotide + 1.0 Phosphate = 1.0 3-Phospho-D-glyceroyl phosphate + 1.0 H+ + 1.0 Nicotinamide adenine dinucleotide - reduced	1.0 CHEBI:5446 + 1.0 CHEBI:7422 + 1.0 CHEBI:26078 = 1.0 CHEBI:57604 + 1.0 CHEBI:5584 + 1.0 CHEBI:13395	{'13dpg', 'g3p', 'pi', 'nad', 'nadh', 'h'}	gapA	P0A9B2
MI1PP	Myo-inositol 1-phosphatase	Cell Envelope Biosynthesis	1.0 h2o_c + 1.0 mi1p__D_c = 1.0 inost_c + 1.0 pi_c	1.0 H2O H2O + 1.0 1D-myo-Inositol 1-phosphate = 1.0 Myo-Inositol + 1.0 Phosphate	1.0 CHEBI:13352 + 1.0 CHEBI:58433 = 1.0 CHEBI:4200 + 1.0 CHEBI:26078	{'mi1p__D', 'pi', 'inost', 'h2o'}	suhB	P0ADG4
EX_galur_e	D-Galacturonate exchange	Extracellular exchange	1.0 galur_e = 	1.0 D-Galacturonate = 	1.0 CHEBI:20978 = 	{'galur'}	Unknown	Unknown
MCITS	2-methylcitrate synthase	Alternate Carbon Metabolism	1.0 h2o_c + 1.0 oaa_c + 1.0 ppcoa_c = 1.0 2mcit_c + 1.0 coa_c + 1.0 h_c	1.0 H2O H2O + 1.0 Oxaloacetate + 1.0 Propanoyl-CoA = 1.0 2-Methylcitrate + 1.0 Coenzyme A + 1.0 H+	1.0 CHEBI:13352 + 1.0 CHEBI:25731 + 1.0 CHEBI:14907 = 1.0 CHEBI:30836 + 1.0 CHEBI:41631 + 1.0 CHEBI:5584	{'2mcit', 'coa', 'oaa', 'ppcoa', 'h2o', 'h'}	prpC	P31660
PPAKr	Propionate kinase	Alternate Carbon Metabolism	1.0 adp_c + 1.0 ppap_c = 1.0 atp_c + 1.0 ppa_c	1.0 ADP C10H12N5O10P2 + 1.0 Propanoyl phosphate = 1.0 ATP C10H12N5O13P3 + 1.0 Propionate (n-C3:0)	1.0 CHEBI:2342 + 1.0 CHEBI:58933 = 1.0 CHEBI:15422 + 1.0 Unknown	{'atp', 'ppap', 'adp', 'ppa'}	tdcD	P11868
HEX1	Hexokinase (D-glucose:ATP)	Glycolysis/Gluconeogenesis	1.0 atp_c + 1.0 glc__D_c = 1.0 adp_c + 1.0 g6p_c + 1.0 h_c	1.0 ATP C10H12N5O13P3 + 1.0 D-Glucose = 1.0 ADP C10H12N5O10P2 + 1.0 D-Glucose 6-phosphate + 1.0 H+	1.0 CHEBI:15422 + 1.0 CHEBI:12965 = 1.0 CHEBI:2342 + 1.0 CHEBI:61548 + 1.0 CHEBI:5584	{'atp', 'adp', 'glc__D', 'g6p', 'h'}	glk	P0A6V8
GND	Phosphogluconate dehydrogenase	Pentose Phosphate Pathway	1.0 6pgc_c + 1.0 nadp_c = 1.0 co2_c + 1.0 nadph_c + 1.0 ru5p__D_c	1.0 6-Phospho-D-gluconate + 1.0 Nicotinamide adenine dinucleotide phosphate = 1.0 CO2 CO2 + 1.0 Nicotinamide adenine dinucleotide phosphate - reduced + 1.0 D-Ribulose 5-phosphate	1.0 CHEBI:33851 + 1.0 CHEBI:29868 = 1.0 CHEBI:23011 + 1.0 CHEBI:16474 + 1.0 CHEBI:40192	{'ru5p__D', '6pgc', 'nadp', 'nadph', 'co2'}	gnd	P00350
TAUDO	Taurine dioxygenase	Alternate Carbon Metabolism	1.0 akg_c + 1.0 o2_c + 1.0 taur_c = 1.0 aacald_c + 1.0 co2_c + 1.0 h_c + 1.0 so3_c + 1.0 succ_c	1.0 2-Oxoglutarate + 1.0 O2 O2 + 1.0 Taurine C2H7NO3S = 1.0 Aminoacetaldehyde + 1.0 CO2 CO2 + 1.0 H+ + 1.0 Sulfite + 1.0 Succinate	1.0 CHEBI:40661 + 1.0 CHEBI:7860 + 1.0 CHEBI:32970 = 1.0 CHEBI:58213 + 1.0 CHEBI:23011 + 1.0 CHEBI:5584 + 1.0 CHEBI:15139 + 1.0 CHEBI:22941	{'succ', 'so3', 'taur', 'o2', 'co2', 'aacald', 'akg', 'h'}	tauD	P37610
DM_amob_c	Sink needed to allow S-Adenosyl-4-methylthio-2-oxobutanoate to leave system	Intracellular demand	1.0 amob_c = 	1.0 S-Adenosyl-4-methylthio-2-oxobutanoate = 	1.0 CHEBI:12758 = 	{'amob'}	Unknown	Unknown
NTP3	Nucleoside-triphosphatase (GTP)	Nucleotide Salvage Pathway	1.0 gtp_c + 1.0 h2o_c = 1.0 gdp_c + 1.0 h_c + 1.0 pi_c	1.0 GTP C10H12N5O14P3 + 1.0 H2O H2O = 1.0 GDP C10H12N5O11P2 + 1.0 H+ + 1.0 Phosphate	1.0 CHEBI:37565 + 1.0 CHEBI:13352 = 1.0 CHEBI:5212 + 1.0 CHEBI:5584 + 1.0 CHEBI:26078	{'gdp', 'h2o', 'gtp', 'pi', 'h'}	rsgA, yjiA, hypB, argK, yeiR, selB, hflX	P39286, P24203, P0AAN3, P27254, P33030, P14081, P25519
PPM2	Phosphopentomutase 2 (deoxyribose)	Alternate Carbon Metabolism	1.0 2dr1p_c = 1.0 2dr5p_c	1.0 2-Deoxy-D-ribose 1-phosphate = 1.0 2-Deoxy-D-ribose 5-phosphate	1.0 CHEBI:28542 = 1.0 CHEBI:40516	{'2dr5p', '2dr1p'}	deoB	P0A6K6
MOAT2	3-deoxy-D-manno-octulosonic acid transferase	Lipopolysaccharide Biosynthesis / Recycling	1.0 ckdo_c + 1.0 kdolipid4_c = 1.0 cmp_c + 1.0 h_c + 1.0 kdo2lipid4_c	1.0 CMP-3-deoxy-D-manno-octulosonate + 1.0 KDO-lipid IV(A) = 1.0 CMP C9H12N3O8P + 1.0 H+ + 1.0 KDO(2)-lipid IV(A)	1.0 CHEBI:59825 + 1.0 CHEBI:20009 = 1.0 CHEBI:60377 + 1.0 CHEBI:5584 + 1.0 CHEBI:28526	{'cmp', 'kdo2lipid4', 'kdolipid4', 'ckdo', 'h'}	waaA	P0AC75
EX_adn_e	Adenosine exchange	Extracellular exchange	1.0 adn_e = 	1.0 Adenosine = 	1.0 CHEBI:22237 = 	{'adn'}	Unknown	Unknown
EX_ins_e	Inosine exchange	Extracellular exchange	1.0 ins_e = 	1.0 Inosine = 	1.0 CHEBI:17596 = 	{'ins'}	Unknown	Unknown
G6PDH2r	Glucose 6-phosphate dehydrogenase	Pentose Phosphate Pathway	1.0 g6p_c + 1.0 nadp_c = 1.0 6pgl_c + 1.0 h_c + 1.0 nadph_c	1.0 D-Glucose 6-phosphate + 1.0 Nicotinamide adenine dinucleotide phosphate = 1.0 6-phospho-D-glucono-1,5-lactone + 1.0 H+ + 1.0 Nicotinamide adenine dinucleotide phosphate - reduced	1.0 CHEBI:61548 + 1.0 CHEBI:29868 = 1.0 CHEBI:12233 + 1.0 CHEBI:5584 + 1.0 CHEBI:16474	{'nadp', 'nadph', '6pgl', 'g6p', 'h'}	zwf	P0AC53
ME2	Malic enzyme (NADP)	Anaplerotic Reactions	1.0 mal__L_c + 1.0 nadp_c = 1.0 co2_c + 1.0 nadph_c + 1.0 pyr_c	1.0 L-Malate + 1.0 Nicotinamide adenine dinucleotide phosphate = 1.0 CO2 CO2 + 1.0 Nicotinamide adenine dinucleotide phosphate - reduced + 1.0 Pyruvate	1.0 CHEBI:15589 + 1.0 CHEBI:29868 = 1.0 CHEBI:23011 + 1.0 CHEBI:16474 + 1.0 CHEBI:26462	{'nadp', 'nadph', 'co2', 'pyr', 'mal__L'}	maeB	P76558
ARGSL	Argininosuccinate lyase	Arginine and Proline Metabolism	1.0 argsuc_c = 1.0 arg__L_c + 1.0 fum_c	1.0 N(omega)-(L-Arginino)succinate = 1.0 L-Arginine + 1.0 Fumarate	1.0 CHEBI:7098 = 1.0 CHEBI:32683 + 1.0 CHEBI:36180	{'arg__L', 'fum', 'argsuc'}	argH	P11447
CBPS	Carbamoyl-phosphate synthase (glutamine-hydrolysing)	Arginine and Proline Metabolism	2.0 atp_c + 1.0 gln__L_c + 1.0 h2o_c + 1.0 hco3_c = 2.0 adp_c + 1.0 cbp_c + 1.0 glu__L_c + 2.0 h_c + 1.0 pi_c	2.0 ATP C10H12N5O13P3 + 1.0 L-Glutamine + 1.0 H2O H2O + 1.0 Bicarbonate = 2.0 ADP C10H12N5O10P2 + 1.0 Carbamoyl phosphate + 1.0 L-Glutamate + 2.0 H+ + 1.0 Phosphate	2.0 CHEBI:15422 + 1.0 CHEBI:42943 + 1.0 CHEBI:13352 + 1.0 CHEBI:13363 = 2.0 CHEBI:2342 + 1.0 CHEBI:13942 + 1.0 CHEBI:76051 + 2.0 CHEBI:5584 + 1.0 CHEBI:26078	{'atp', 'cbp', 'hco3', 'adp', 'h2o', 'glu__L', 'pi', 'gln__L', 'h'}	carA, carB	P0A6F1, P00968
GLU5K	Glutamate 5-kinase	Arginine and Proline Metabolism	1.0 atp_c + 1.0 glu__L_c = 1.0 adp_c + 1.0 glu5p_c	1.0 ATP C10H12N5O13P3 + 1.0 L-Glutamate = 1.0 ADP C10H12N5O10P2 + 1.0 L-Glutamate 5-phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:76051 = 1.0 CHEBI:2342 + 1.0 CHEBI:6230	{'atp', 'glu__L', 'adp', 'glu5p'}	proB	P0A7B5
IPPS	2-isopropylmalate synthase	Valine, Leucine, and Isoleucine Metabolism	1.0 3mob_c + 1.0 accoa_c + 1.0 h2o_c = 1.0 3c3hmp_c + 1.0 coa_c + 1.0 h_c	1.0 3-Methyl-2-oxobutanoate + 1.0 Acetyl-CoA + 1.0 H2O H2O = 1.0 3-Carboxy-3-hydroxy-4-methylpentanoate + 1.0 Coenzyme A + 1.0 H+	1.0 CHEBI:11851 + 1.0 CHEBI:57288 + 1.0 CHEBI:13352 = 1.0 CHEBI:35128 + 1.0 CHEBI:41631 + 1.0 CHEBI:5584	{'coa', 'accoa', 'h2o', '3mob', '3c3hmp', 'h'}	leuA	P09151
EX_mg2_e	Mg exchange	Extracellular exchange	1.0 mg2_e = 	1.0 Magnesium = 	1.0 CHEBI:6635 = 	{'mg2'}	Unknown	Unknown
ACOATA	Acetyl-CoA ACP transacylase	Membrane Lipid Metabolism	1.0 ACP_c + 1.0 accoa_c = 1.0 acACP_c + 1.0 coa_c	1.0 Acyl carrier protein + 1.0 Acetyl-CoA = 1.0 Acetyl-ACP + 1.0 Coenzyme A	1.0 CHEBI:14405 + 1.0 CHEBI:57288 = 1.0 CHEBI:13713 + 1.0 CHEBI:41631	{'coa', 'acACP', 'accoa', 'ACP'}	acpP, fabH	P0A6A8, P0A6R0
NADH5	NADH dehydrogenase (ubiquinone-8 )	Oxidative Phosphorylation	1.0 h_c + 1.0 nadh_c + 1.0 q8_c = 1.0 nad_c + 1.0 q8h2_c	1.0 H+ + 1.0 Nicotinamide adenine dinucleotide - reduced + 1.0 Ubiquinone-8 = 1.0 Nicotinamide adenine dinucleotide + 1.0 Ubiquinol-8	1.0 CHEBI:5584 + 1.0 CHEBI:13395 + 1.0 CHEBI:61683 = 1.0 CHEBI:7422 + 1.0 CHEBI:61682	{'q8', 'q8h2', 'nad', 'nadh', 'h'}	ndh, kefF, chrR, wrbA	P00393, P0A754, P0AGE6, P0A8G6
MOHMT	3-methyl-2-oxobutanoate hydroxymethyltransferase	Cofactor and Prosthetic Group Biosynthesis	1.0 3mob_c + 1.0 h2o_c + 1.0 mlthf_c = 1.0 2dhp_c + 1.0 thf_c	1.0 3-Methyl-2-oxobutanoate + 1.0 H2O H2O + 1.0 5,10-Methylenetetrahydrofolate = 1.0 2-Dehydropantoate + 1.0 5,6,7,8-Tetrahydrofolate	1.0 CHEBI:11851 + 1.0 CHEBI:13352 + 1.0 CHEBI:10925 = 1.0 CHEBI:1071 + 1.0 CHEBI:57453	{'2dhp', 'thf', 'h2o', '3mob', 'mlthf'}	panB	P31057
EX_glyc3p_e	Glycerol 3-phosphate exchange	Extracellular exchange	1.0 glyc3p_e = 	1.0 Glycerol 3-phosphate = 	1.0 CHEBI:12843 = 	{'glyc3p'}	Unknown	Unknown
MLTG2	Maltodextrin glucosidase (maltotetraose)	Alternate Carbon Metabolism	1.0 h2o_c + 1.0 maltttr_c = 1.0 glc__D_c + 1.0 malttr_c	1.0 H2O H2O + 1.0 Maltotetraose = 1.0 D-Glucose + 1.0 Maltotriose C18H32O16	1.0 CHEBI:13352 + 1.0 CHEBI:6671 = 1.0 CHEBI:12965 + 1.0 CHEBI:61993	{'maltttr', 'malttr', 'glc__D', 'h2o'}	malZ	P21517
