Reaction ID	Name	Subsystem	Reaction (IDs)	Reaction (Names)	Reaction (CHEBI)	Substrates (BiGG)	Genes	UIDs
NOtex	Nitric oxide transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 no_e = 1.0 no_p	1.0 Nitric oxide = 1.0 Nitric oxide	1.0 CHEBI:16480 = 1.0 CHEBI:16480	{'no'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
NOtpp	NO transport (diffusion)	Inorganic Ion Transport and Metabolism	1.0 no_p = 1.0 no_c	1.0 Nitric oxide = 1.0 Nitric oxide	1.0 CHEBI:16480 = 1.0 CHEBI:16480	{'no'}		Unknown
N2Otpp	Nitrious oxide transport (diffusion)	Inorganic Ion Transport and Metabolism	1.0 n2o_p = 1.0 n2o_c	1.0 Nitrous oxide = 1.0 Nitrous oxide	1.0 CHEBI:14661 = 1.0 CHEBI:14661	{'n2o'}		Unknown
N2Otex	Nitrious oxide transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 n2o_e = 1.0 n2o_p	1.0 Nitrous oxide = 1.0 Nitrous oxide	1.0 CHEBI:14661 = 1.0 CHEBI:14661	{'n2o'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
CRNt8pp	L-carnitine/D-carnitine antiporter (periplasm)	Transport, Inner Membrane	1.0 crn__D_c + 1.0 crn_p = 1.0 crn__D_p + 1.0 crn_c	1.0 D-Carnitine + 1.0 L-Carnitine = 1.0 D-Carnitine + 1.0 L-Carnitine	1.0 CHEBI:51453 + 1.0 CHEBI:29085 = 1.0 CHEBI:51453 + 1.0 CHEBI:29085	{'crn__D', 'crn'}	caiT	P31553
CRNt2rpp	L-carnitine outward transport (H+ antiport)	Transport, Inner Membrane	1.0 crn_p + 1.0 h_p = 1.0 crn_c + 1.0 h_c	1.0 L-Carnitine + 1.0 H+ = 1.0 L-Carnitine + 1.0 H+	1.0 CHEBI:29085 + 1.0 CHEBI:5584 = 1.0 CHEBI:29085 + 1.0 CHEBI:5584	{'h', 'crn'}	proP	P0C0L7
CRNDt2rpp	D-carnitine outward transport (H+ antiport)	Transport, Inner Membrane	1.0 crn__D_p + 1.0 h_p = 1.0 crn__D_c + 1.0 h_c	1.0 D-Carnitine + 1.0 H+ = 1.0 D-Carnitine + 1.0 H+	1.0 CHEBI:51453 + 1.0 CHEBI:5584 = 1.0 CHEBI:51453 + 1.0 CHEBI:5584	{'crn__D', 'h'}	proP	P0C0L7
CTBTt2rpp	Cronobetaine outward transport (H+ antiport)	Transport, Inner Membrane	1.0 ctbt_p + 1.0 h_p = 1.0 ctbt_c + 1.0 h_c	1.0 Crotonobetaine + 1.0 H+ = 1.0 Crotonobetaine + 1.0 H+	1.0 CHEBI:48867 + 1.0 CHEBI:5584 = 1.0 CHEBI:48867 + 1.0 CHEBI:5584	{'ctbt', 'h'}	proP	P0C0L7
PACALDt2rpp	Phenylacetaldehyde reversible transport via proton symport (periplasm)	Transport, Inner Membrane	1.0 h_p + 1.0 pacald_p = 1.0 h_c + 1.0 pacald_c	1.0 H+ + 1.0 Phenylacetaldehyde = 1.0 H+ + 1.0 Phenylacetaldehyde	1.0 CHEBI:5584 + 1.0 CHEBI:14778 = 1.0 CHEBI:5584 + 1.0 CHEBI:14778	{'pacald', 'h'}	Unknown	Unknown
PEAMNtex	Phenethylamine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 peamn_e = 1.0 peamn_p	1.0 Phenethylamine = 1.0 Phenethylamine	1.0 CHEBI:8063 = 1.0 CHEBI:8063	{'peamn'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
PACALDtex	Phenethylacetaldehyde transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 pacald_e = 1.0 pacald_p	1.0 Phenylacetaldehyde = 1.0 Phenylacetaldehyde	1.0 CHEBI:14778 = 1.0 CHEBI:14778	{'pacald'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
LIPOt2pp	Lipoate transport via proton symport (periplasm)	Transport, Inner Membrane	1.0 h_p + 1.0 lipoate_p = 1.0 h_c + 1.0 lipoate_c	1.0 H+ + 1.0 Lipoate = 1.0 H+ + 1.0 Lipoate	1.0 CHEBI:5584 + 1.0 CHEBI:43796 = 1.0 CHEBI:5584 + 1.0 CHEBI:43796	{'h', 'lipoate'}	Unknown	Unknown
ACGAL1Ptex	N-acetyl-D-galactosamine 1-phosphate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 acgal1p_e = 1.0 acgal1p_p	1.0 N-Acetyl-D-galactosamine 1-phosphate = 1.0 N-Acetyl-D-galactosamine 1-phosphate	1.0 CHEBI:55404 = 1.0 CHEBI:55404	{'acgal1p'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
ACGALtex	N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 acgal_e = 1.0 acgal_p	1.0 N-Acetyl-D-galactosamine = 1.0 N-Acetyl-D-galactosamine	1.0 CHEBI:21502 = 1.0 CHEBI:21502	{'acgal'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
GLCUR1Ptex	D-glucuronate 1-phosphate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 glcur1p_e = 1.0 glcur1p_p	1.0 D-Glucuronate 1-phosphate = 1.0 D-Glucuronate 1-phosphate	1.0 CHEBI:4179 = 1.0 CHEBI:4179	{'glcur1p'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
UDPGLCURtex	UDP-D-glucuronate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 udpglcur_e = 1.0 udpglcur_p	1.0 UDP-D-glucuronate = 1.0 UDP-D-glucuronate	1.0 CHEBI:46309 = 1.0 CHEBI:46309	{'udpglcur'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
FEROpp	Ferroxidase	Inorganic Ion Transport and Metabolism	4.0 fe2_p + 4.0 h_p + 1.0 o2_p = 4.0 fe3_p + 2.0 h2o_p	4.0 Fe2+ mitochondria + 4.0 H+ + 1.0 O2 O2 = 4.0 Iron (Fe3+) + 2.0 H2O H2O	4.0 CHEBI:29033 + 4.0 CHEBI:5584 + 1.0 CHEBI:7860 = 4.0 CHEBI:49595 + 2.0 CHEBI:13352	{'o2', 'h', 'fe2', 'h2o', 'fe3'}	cueO, bfr	P36649, P0ABD3
ISETACabcpp	Isethionate transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 isetac_p = 1.0 adp_c + 1.0 h_c + 1.0 isetac_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Isethionic acid = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Isethionic acid + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 CHEBI:1157 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:1157 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'isetac', 'h2o', 'adp'}	tauA, tauB, tauC, ssuB, ssuC, ssuA	Q47537, Q47538, Q47539, P0AAI1, P75851, P75853
ISETACtex	Isethionate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 isetac_e = 1.0 isetac_p	1.0 Isethionic acid = 1.0 Isethionic acid	1.0 CHEBI:1157 = 1.0 CHEBI:1157	{'isetac'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
UDPGtex	UDPglucose transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 udpg_e = 1.0 udpg_p	1.0 UDPglucose = 1.0 UDPglucose	1.0 CHEBI:13505 = 1.0 CHEBI:13505	{'udpg'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
UDPGALtex	UDPgalactose transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 udpgal_e = 1.0 udpgal_p	1.0 UDPgalactose = 1.0 UDPgalactose	1.0 CHEBI:22100 = 1.0 CHEBI:22100	{'udpgal'}	ompF, ompN, ompC, phoE	P02931, P77747, P06996, P02932
ACGAM1Ptex	N-acetyl-D-glucosamine 1-phosphate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 acgam1p_e = 1.0 acgam1p_p	1.0 N-Acetyl-D-glucosamine 1-phosphate = 1.0 N-Acetyl-D-glucosamine 1-phosphate	1.0 CHEBI:7125 = 1.0 CHEBI:7125	{'acgam1p'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
UACGAMtex	UDP-N-acetyl-D-glucosamine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 uacgam_e = 1.0 uacgam_p	1.0 UDP-N-acetyl-D-glucosamine = 1.0 UDP-N-acetyl-D-glucosamine	1.0 CHEBI:13473 = 1.0 CHEBI:13473	{'uacgam'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
UDPACGALtex	UDP-N-acetyl-D-galactosamine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 udpacgal_e = 1.0 udpacgal_p	1.0 UDP-N-acetyl-D-galactosamine = 1.0 UDP-N-acetyl-D-galactosamine	1.0 CHEBI:16650 = 1.0 CHEBI:16650	{'udpacgal'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
INOSTt4pp	Na+/myo-inositol symporter (periplasm)	Transport, Inner Membrane	1.0 inost_p + 1.0 na1_p = 1.0 inost_c + 1.0 na1_c	1.0 Myo-Inositol + 1.0 Sodium = 1.0 Myo-Inositol + 1.0 Sodium	1.0 CHEBI:4200 + 1.0 CHEBI:9175 = 1.0 CHEBI:4200 + 1.0 CHEBI:9175	{'inost', 'na1'}	yidK	P31448
PHEMEtiex	Protoheme transport irreversible out via diffusion (periplasm to extracellular)	Transport, Outer Membrane	1.0 pheme_p = 1.0 pheme_e	1.0 Protoheme C34H30FeN4O4 = 1.0 Protoheme C34H30FeN4O4	1.0 CHEBI:60344 = 1.0 CHEBI:60344	{'pheme'}	Unknown	Unknown
CYANtex	Cyanide transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 cyan_e = 1.0 cyan_p	1.0 Hydrogen cyanide = 1.0 Hydrogen cyanide	1.0 CHEBI:18407 = 1.0 CHEBI:18407	{'cyan'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
SO3tex	Sulfite transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 so3_e = 1.0 so3_p	1.0 Sulfite = 1.0 Sulfite	1.0 CHEBI:15139 = 1.0 CHEBI:15139	{'so3'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
TCYNTtex	Thiocyanate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 tcynt_e = 1.0 tcynt_p	1.0 Thiocyanate = 1.0 Thiocyanate	1.0 CHEBI:29200 = 1.0 CHEBI:29200	{'tcynt'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
METSOX2abcpp	L-methionine R-oxide transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 metsox_R__L_p = 1.0 adp_c + 1.0 h_c + 1.0 metsox_R__L_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 L-methionine-R-sulfoxide = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 L-methionine-R-sulfoxide + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 CHEBI:49032 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:49032 + 1.0 CHEBI:26078	{'atp', 'pi', 'h', 'h2o', 'adp', 'metsox_R__L'}	Unknown	Unknown
METSOX1tex	L-methionine S-oxide diffusion (extracellular)	Transport, Outer Membrane Porin	1.0 metsox_S__L_e = 1.0 metsox_S__L_p	1.0 L-Methionine Sulfoxide = 1.0 L-Methionine Sulfoxide	1.0 CHEBI:6272 = 1.0 CHEBI:6272	{'metsox_S__L'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
METSOX2tex	L-methionine R-oxide diffusion (extracellular)	Transport, Outer Membrane Porin	1.0 metsox_R__L_e = 1.0 metsox_R__L_p	1.0 L-methionine-R-sulfoxide = 1.0 L-methionine-R-sulfoxide	1.0 CHEBI:49032 = 1.0 CHEBI:49032	{'metsox_R__L'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
3UMPtex	3UMP transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 3ump_e = 1.0 3ump_p	1.0 3  UMP C9H11N2O9P = 1.0 3  UMP C9H11N2O9P	1.0 CHEBI:1361 = 1.0 CHEBI:1361	{'3ump'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
MSO3abcpp	Methanesulfonate transport via ABC system (periplasm)	Transport, Inner Membrane	1.0 atp_c + 1.0 h2o_c + 1.0 mso3_p = 1.0 adp_c + 1.0 h_c + 1.0 mso3_c + 1.0 pi_c	1.0 ATP C10H12N5O13P3 + 1.0 H2O H2O + 1.0 Methanesulfonate = 1.0 ADP C10H12N5O10P2 + 1.0 H+ + 1.0 Methanesulfonate + 1.0 Phosphate	1.0 CHEBI:15422 + 1.0 CHEBI:13352 + 1.0 CHEBI:6813 = 1.0 CHEBI:2342 + 1.0 CHEBI:5584 + 1.0 CHEBI:6813 + 1.0 CHEBI:26078	{'atp', 'mso3', 'pi', 'h', 'h2o', 'adp'}	ssuB, ssuA, ssuC	P0AAI1, P75853, P75851
MSO3tex	Methanesulfonate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 mso3_e = 1.0 mso3_p	1.0 Methanesulfonate = 1.0 Methanesulfonate	1.0 CHEBI:6813 = 1.0 CHEBI:6813	{'mso3'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
FECRMR1	Ferrichrome reductase	Inorganic Ion Transport and Metabolism	1.0 fadh2_c + 2.0 fecrm_c = 1.0 fad_c + 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c	1.0 Flavin adenine dinucleotide reduced + 2.0 Ferrichrome = 1.0 Flavin adenine dinucleotide oxidized + 2.0 Fe2+ mitochondria + 2.0 Ferrichrome minus Fe(III) + 2.0 H+	1.0 CHEBI:13316 + 2.0 CHEBI:5019 = 1.0 CHEBI:16238 + 2.0 CHEBI:29033 + 2.0 Unknown + 2.0 CHEBI:5584	{'h', 'fecrm', 'fadh2', 'fe2', 'fecrm_un', 'fad'}	Unknown	Unknown
FECRMR2	Ferrichrome reductase	Inorganic Ion Transport and Metabolism	2.0 fecrm_c + 1.0 fmnh2_c = 2.0 fe2_c + 2.0 fecrm_un_c + 1.0 fmn_c + 2.0 h_c	2.0 Ferrichrome + 1.0 Reduced FMN = 2.0 Fe2+ mitochondria + 2.0 Ferrichrome minus Fe(III) + 1.0 FMN C17H19N4O9P + 2.0 H+	2.0 CHEBI:5019 + 1.0 CHEBI:133886 = 2.0 CHEBI:29033 + 2.0 Unknown + 1.0 CHEBI:58210 + 2.0 CHEBI:5584	{'fmn', 'h', 'fmnh2', 'fecrm', 'fe2', 'fecrm_un'}	Unknown	Unknown
3GMPtex	3GMP transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 3gmp_e = 1.0 3gmp_p	1.0 Guanosine 3  phosphate C10H12N5O8P = 1.0 Guanosine 3  phosphate C10H12N5O8P	1.0 CHEBI:5567 = 1.0 CHEBI:5567	{'3gmp'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
FALDtpp	Formaldehyde transport via diffusion (periplasm)	Transport, Inner Membrane	1.0 fald_p = 1.0 fald_c	1.0 Formaldehyde = 1.0 Formaldehyde	1.0 CHEBI:16842 = 1.0 CHEBI:16842	{'fald'}		Unknown
SO4tex	Sulfate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 so4_e = 1.0 so4_p	1.0 Sulfate = 1.0 Sulfate	1.0 CHEBI:15135 = 1.0 CHEBI:15135	{'so4'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
FECRMexs	Ferrichrome Fe(III)-loading reaction (spontaneous)	Inorganic Ion Transport and Metabolism	1.0 fe3_e + 1.0 fecrm_un_e = 1.0 fecrm_e	1.0 Iron (Fe3+) + 1.0 Ferrichrome minus Fe(III) = 1.0 Ferrichrome	1.0 CHEBI:49595 + 1.0 Unknown = 1.0 CHEBI:5019	{'fe3', 'fecrm_un', 'fecrm'}		Unknown
ARBTNR1	Aerobactin reductase	Inorganic Ion Transport and Metabolism	2.0 arbtn_fe3_c + 1.0 fadh2_c = 2.0 arbtn_c + 1.0 fad_c + 2.0 fe2_c + 2.0 h_c	2.0 Aerobactin + 1.0 Flavin adenine dinucleotide reduced = 2.0 Aerobactin minus Fe3 + 1.0 Flavin adenine dinucleotide oxidized + 2.0 Fe2+ mitochondria + 2.0 H+	2.0 CHEBI:18157 + 1.0 CHEBI:13316 = 2.0 Unknown + 1.0 CHEBI:16238 + 2.0 CHEBI:29033 + 2.0 CHEBI:5584	{'arbtn', 'h', 'fadh2', 'fe2', 'arbtn_fe3', 'fad'}	Unknown	Unknown
ARBTNR2	Aerobactin reductase	Inorganic Ion Transport and Metabolism	2.0 arbtn_fe3_c + 1.0 fmnh2_c = 2.0 arbtn_c + 2.0 fe2_c + 1.0 fmn_c + 2.0 h_c	2.0 Aerobactin + 1.0 Reduced FMN = 2.0 Aerobactin minus Fe3 + 2.0 Fe2+ mitochondria + 1.0 FMN C17H19N4O9P + 2.0 H+	2.0 CHEBI:18157 + 1.0 CHEBI:133886 = 2.0 Unknown + 2.0 CHEBI:29033 + 1.0 CHEBI:58210 + 2.0 CHEBI:5584	{'arbtn', 'fmn', 'h', 'fmnh2', 'fe2', 'arbtn_fe3'}	Unknown	Unknown
DOPAtex	Dopamine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 dopa_e = 1.0 dopa_p	1.0 Dopamine = 1.0 Dopamine	1.0 CHEBI:11695 = 1.0 CHEBI:11695	{'dopa'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
4HOXPACDtex	4-hydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 4hoxpacd_e = 1.0 4hoxpacd_p	1.0 4-Hydroxyphenylacetaldehyde = 1.0 4-Hydroxyphenylacetaldehyde	1.0 CHEBI:10899 = 1.0 CHEBI:10899	{'4hoxpacd'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
ARBTNR3	Aerobactin reductase	Inorganic Ion Transport and Metabolism	2.0 arbtn_fe3_c + 1.0 rbflvrd_c = 2.0 arbtn_c + 2.0 fe2_c + 2.0 h_c + 1.0 ribflv_c	2.0 Aerobactin + 1.0 Reduced riboflavin = 2.0 Aerobactin minus Fe3 + 2.0 Fe2+ mitochondria + 2.0 H+ + 1.0 Riboflavin C17H20N4O6	2.0 CHEBI:18157 + 1.0 CHEBI:26527 = 2.0 Unknown + 2.0 CHEBI:29033 + 2.0 CHEBI:5584 + 1.0 CHEBI:57986	{'arbtn', 'h', 'rbflvrd', 'fe2', 'arbtn_fe3', 'ribflv'}	Unknown	Unknown
ARBTNexs	Aerobactin Fe-loading reaction (spontaneous)	Inorganic Ion Transport and Metabolism	1.0 arbtn_e + 1.0 fe3_e = 1.0 arbtn_fe3_e	1.0 Aerobactin minus Fe3 + 1.0 Iron (Fe3+) = 1.0 Aerobactin	1.0 Unknown + 1.0 CHEBI:49595 = 1.0 CHEBI:18157	{'arbtn_fe3', 'fe3', 'arbtn'}		Unknown
FEOXAMexs	Ferroxamine Fe3-loading reaction (spontaneous)	Inorganic Ion Transport and Metabolism	1.0 fe3_e + 1.0 feoxam_un_e = 1.0 feoxam_e	1.0 Iron (Fe3+) + 1.0 Ferroxamine minus Fe(3) = 1.0 Generic ferrioxamine-Fe-III	1.0 CHEBI:49595 + 1.0 Unknown = 1.0 CHEBI:5044	{'feoxam', 'fe3', 'feoxam_un'}		Unknown
SPMDtex	Spermidine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 spmd_e = 1.0 spmd_p	1.0 Spermidine = 1.0 Spermidine	1.0 CHEBI:57834 = 1.0 CHEBI:57834	{'spmd'}	ompC, phoE, ompF, ompN	P06996, P02932, P02931, P77747
ETHAtex	Ethanolamine transport via diffusion (extracellular)	Transport, Outer Membrane Porin	1.0 etha_e = 1.0 etha_p	1.0 Ethanolamine = 1.0 Ethanolamine	1.0 CHEBI:57603 = 1.0 CHEBI:57603	{'etha'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
G3PStex	Glycerophosphserine transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 g3ps_e = 1.0 g3ps_p	1.0 Glycerophosphoserine = 1.0 Glycerophosphoserine	1.0 CHEBI:64765 = 1.0 CHEBI:64765	{'g3ps'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
FEOXAMR1	Ferroxamine reductase	Inorganic Ion Transport and Metabolism	1.0 fadh2_c + 2.0 feoxam_c = 1.0 fad_c + 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c	1.0 Flavin adenine dinucleotide reduced + 2.0 Generic ferrioxamine-Fe-III = 1.0 Flavin adenine dinucleotide oxidized + 2.0 Fe2+ mitochondria + 2.0 Ferroxamine minus Fe(3) + 2.0 H+	1.0 CHEBI:13316 + 2.0 CHEBI:5044 = 1.0 CHEBI:16238 + 2.0 CHEBI:29033 + 2.0 Unknown + 2.0 CHEBI:5584	{'feoxam', 'h', 'fadh2', 'fe2', 'feoxam_un', 'fad'}	fhuF	P39405
FEOXAMR2	Ferroxamine reductase	Inorganic Ion Transport and Metabolism	2.0 feoxam_c + 1.0 fmnh2_c = 2.0 fe2_c + 2.0 feoxam_un_c + 1.0 fmn_c + 2.0 h_c	2.0 Generic ferrioxamine-Fe-III + 1.0 Reduced FMN = 2.0 Fe2+ mitochondria + 2.0 Ferroxamine minus Fe(3) + 1.0 FMN C17H19N4O9P + 2.0 H+	2.0 CHEBI:5044 + 1.0 CHEBI:133886 = 2.0 CHEBI:29033 + 2.0 Unknown + 1.0 CHEBI:58210 + 2.0 CHEBI:5584	{'feoxam', 'fmn', 'h', 'fmnh2', 'fe2', 'feoxam_un'}	fhuF	P39405
FEOXAMR3	Ferroxamine reductase	Inorganic Ion Transport and Metabolism	2.0 feoxam_c + 1.0 rbflvrd_c = 2.0 fe2_c + 2.0 feoxam_un_c + 2.0 h_c + 1.0 ribflv_c	2.0 Generic ferrioxamine-Fe-III + 1.0 Reduced riboflavin = 2.0 Fe2+ mitochondria + 2.0 Ferroxamine minus Fe(3) + 2.0 H+ + 1.0 Riboflavin C17H20N4O6	2.0 CHEBI:5044 + 1.0 CHEBI:26527 = 2.0 CHEBI:29033 + 2.0 Unknown + 2.0 CHEBI:5584 + 1.0 CHEBI:57986	{'feoxam', 'h', 'rbflvrd', 'fe2', 'feoxam_un', 'ribflv'}	fhuF	P39405
FEENTERR2	Fe-enterobactin reduction (Fe(III)-unloading)	Inorganic Ion Transport and Metabolism	2.0 feenter_c + 1.0 fmnh2_c = 2.0 enter_c + 2.0 fe2_c + 1.0 fmn_c + 2.0 h_c	2.0 Fe-enterobactin + 1.0 Reduced FMN = 2.0 Enterochelin + 2.0 Fe2+ mitochondria + 1.0 FMN C17H19N4O9P + 2.0 H+	2.0 CHEBI:4993 + 1.0 CHEBI:133886 = 2.0 CHEBI:4799 + 2.0 CHEBI:29033 + 1.0 CHEBI:58210 + 2.0 CHEBI:5584	{'enter', 'fmn', 'h', 'fmnh2', 'fe2', 'feenter'}	Unknown	Unknown
SUCCtex	Succinate transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 succ_e = 1.0 succ_p	1.0 Succinate = 1.0 Succinate	1.0 CHEBI:22941 = 1.0 CHEBI:22941	{'succ'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
FE3HOXR1	Fe(III)hydroxamate reductase	Inorganic Ion Transport and Metabolism	1.0 fadh2_c + 2.0 fe3hox_c = 1.0 fad_c + 2.0 fe2_c + 2.0 fe3hox_un_c + 2.0 h_c	1.0 Flavin adenine dinucleotide reduced + 2.0 Fe(III)hydroxamate = 1.0 Flavin adenine dinucleotide oxidized + 2.0 Fe2+ mitochondria + 2.0 Fe(III)hydoxamate, unloaded + 2.0 H+	1.0 CHEBI:13316 + 2.0 CHEBI:21131 = 1.0 CHEBI:16238 + 2.0 CHEBI:29033 + 2.0 Unknown + 2.0 CHEBI:5584	{'h', 'fadh2', 'fe3hox', 'fe2', 'fe3hox_un', 'fad'}	Unknown	Unknown
FEENTERexs	Enterobactin Fe(III) binding (spontaneous)	Inorganic Ion Transport and Metabolism	1.0 enter_e + 1.0 fe3_e = 1.0 feenter_e	1.0 Enterochelin + 1.0 Iron (Fe3+) = 1.0 Fe-enterobactin	1.0 CHEBI:4799 + 1.0 CHEBI:49595 = 1.0 CHEBI:4993	{'enter', 'fe3', 'feenter'}		Unknown
SUCRtex	Sucrose transport transport via diffusion (extracellular to periplasm)	Transport, Outer Membrane Porin	1.0 sucr_e = 1.0 sucr_p	1.0 Sucrose C12H22O11 = 1.0 Sucrose C12H22O11	1.0 CHEBI:9314 = 1.0 CHEBI:9314	{'sucr'}	phoE, ompF, ompN, ompC	P02932, P02931, P77747, P06996
FE3HOXexs	Fe(III) hydroxamate Fe-loading reaction (spontaneaous)	Inorganic Ion Transport and Metabolism	1.0 fe3_e + 1.0 fe3hox_un_e = 1.0 fe3hox_e	1.0 Iron (Fe3+) + 1.0 Fe(III)hydoxamate, unloaded = 1.0 Fe(III)hydroxamate	1.0 CHEBI:49595 + 1.0 Unknown = 1.0 CHEBI:21131	{'fe3hox', 'fe3hox_un', 'fe3'}		Unknown
FECRMR3	Ferrichrome reductase	Inorganic Ion Transport and Metabolism	2.0 fecrm_c + 1.0 rbflvrd_c = 2.0 fe2_c + 2.0 fecrm_un_c + 2.0 h_c + 1.0 ribflv_c	2.0 Ferrichrome + 1.0 Reduced riboflavin = 2.0 Fe2+ mitochondria + 2.0 Ferrichrome minus Fe(III) + 2.0 H+ + 1.0 Riboflavin C17H20N4O6	2.0 CHEBI:5019 + 1.0 CHEBI:26527 = 2.0 CHEBI:29033 + 2.0 Unknown + 2.0 CHEBI:5584 + 1.0 CHEBI:57986	{'h', 'rbflvrd', 'fecrm', 'fe2', 'fecrm_un', 'ribflv'}	Unknown	Unknown
FDMO2	FMNH2-dependent monooxygenase (methanesulfonate)	Inorganic Ion Transport and Metabolism	1.0 fmnh2_c + 1.0 mso3_c + 1.0 o2_c = 1.0 fald_c + 1.0 fmn_c + 1.0 h2o_c + 1.0 h_c + 1.0 so3_c	1.0 Reduced FMN + 1.0 Methanesulfonate + 1.0 O2 O2 = 1.0 Formaldehyde + 1.0 FMN C17H19N4O9P + 1.0 H2O H2O + 1.0 H+ + 1.0 Sulfite	1.0 CHEBI:133886 + 1.0 CHEBI:6813 + 1.0 CHEBI:7860 = 1.0 CHEBI:16842 + 1.0 CHEBI:58210 + 1.0 CHEBI:13352 + 1.0 CHEBI:5584 + 1.0 CHEBI:15139	{'fmn', 'mso3', 'h', 'fmnh2', 'o2', 'fald', 'h2o', 'so3'}	ssuD	P80645
